,5,1.0,2,3,4,6,7.0,8.0,9,,,,
245.0,2020-03-15,244.0,民初县官选任制度的重建,杜佩红,安徽史学,期刊,2.0,170.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=244&recid=&FileName=AFSX202002011&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=,,,,
246.0,2020-03-15,245.0,地方史视域下的国民党政治动员——以国立第六中学的节日纪念为例(1929—1949年),赵兴胜; 王哲,安徽史学,期刊,1.0,315.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=245&recid=&FileName=AFSX202002012&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=,,,,
247.0,2020-03-15,246.0,集权与分权的融合:国民经济调整时期的中央与地方财政关系(1961—1965年),王丹莉,安徽史学,期刊,2.0,399.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=246&recid=&FileName=AFSX202002015&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=,,,,
248.0,2020-03-15,247.0,改革开放初期皖南山区乡村经济初探——以徽州休宁县鹤城乡樟田大队枧源队财务资料为中心,张燕华,安徽史学,期刊,1.0,125.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=247&recid=&FileName=AFSX202002021&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=,,,,
249.0,2020-03-15,248.0,抗战前江苏省保甲推行中的农民心态与政府应对,杨红运,安徽史学,期刊,1.0,164.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=248&recid=&FileName=AFSX202002013&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=,,,,
250.0,2020-03-15,249.0,《真理与方法 诠释学Ⅰ》,伽达默尔,安徽史学,期刊,1.0,221.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=249&recid=&FileName=AFSX202002001&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=,,,,
251.0,2020-03-15,250.0,“开明专制”思想的先导——论邵作舟极具特色的政治改革思想,汤奇学,安徽史学,期刊,,133.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=250&recid=&FileName=AFSX202002008&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=,,,,
252.0,2020-03-15,251.0,中国慈善史研究再出发,周秋光,安徽史学,期刊,3.0,387.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=251&recid=&FileName=AFSX202002002&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=,,,,
253.0,2020-03-15,252.0,“修昔底德陷阱”:一个站不住脚的概念,何元国,安徽史学,期刊,5.0,1274.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=252&recid=&FileName=AFSX202002016&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=,,,,
254.0,2020-03-15,253.0,苏联向共产国际提供经费的来龙去脉,张泽宇,安徽史学,期刊,1.0,260.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=253&recid=&FileName=AFSX202002018&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=,,,,
255.0,2020-01-15,254.0,晚清皇室与近代中国铁路建设事业的起步,朱从兵; 夏雪,安徽史学,期刊,1.0,404.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=254&recid=&FileName=AFSX202001005&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=,,,,
256.0,2020-01-15,255.0,明伦堂（安庆）,陈智,安徽史学,期刊,,25.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=255&recid=&FileName=AFSX202001019&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=,,,,
257.0,2020-01-15,256.0,世太史第（安庆）,张健初,安徽史学,期刊,,31.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=256&recid=&FileName=AFSX202001020&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=,,,,
258.0,2020-01-15,257.0,安庆造币厂旧址,查健,安徽史学,期刊,,17.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=257&recid=&FileName=AFSX202001021&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=,,,,
259.0,2020-01-15,258.0,图像如何入史——以中国古地图为例,成一农,安徽史学,期刊,5.0,751.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=258&recid=&FileName=AFSX202001002&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=,,,,
260.0,2020-01-15,259.0,《论传统》,爱德华·希尔斯,安徽史学,期刊,,63.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=259&recid=&FileName=AFSX202001001&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=,,,,
261.0,2020-01-15,260.0,二战时法西斯三轴心国首脑从未齐聚会晤之原因探析,张箭; 王畅,安徽史学,期刊,,198.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=260&recid=&FileName=AFSX202001012&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=,,,,
262.0,2020-01-15,261.0,牡丹、牡丹谱与晚明亳州社会——以《亳州牡丹史》为中心,葛小寒,安徽史学,期刊,,202.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=261&recid=&FileName=AFSX202001018&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=,,,,
263.0,2020-01-15,262.0,从家训文献看晚明士大夫的治家认识——以方弘静《家训》为中心,祝虻,安徽史学,期刊,,228.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=262&recid=&FileName=AFSX202001013&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=,,,,
264.0,2020-01-15,263.0,试述淮河流域早期的族群融合,吴海涛,安徽史学,期刊,3.0,185.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=263&recid=&FileName=AFSX202001017&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=,,,,
265.0,2020-01-15,264.0,山海关事件始末与英美之应对——以英美外交文件为中心,常春波,安徽史学,期刊,,165.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=264&recid=&FileName=AFSX202001009&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=,,,,
266.0,2020-01-15,265.0,皖南事变后新四军的正规化建设——以五师为例,杜强,安徽史学,期刊,3.0,325.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=265&recid=&FileName=AFSX202001016&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=,,,,
267.0,2020-01-15,266.0,陕甘地区的国民党县长与西安事变,杨东; 窦琦珺,安徽史学,期刊,1.0,262.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=266&recid=&FileName=AFSX202001010&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=,,,,
268.0,2020-01-15,267.0,五四运动中的北大学生干事会和北京学联史实考,林齐模,安徽史学,期刊,1.0,286.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=267&recid=&FileName=AFSX202001008&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=,,,,
269.0,2020-01-15,268.0,出身与出路:晚清上海广方言馆学生述论,刘晓琴,安徽史学,期刊,2.0,225.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=268&recid=&FileName=AFSX202001006&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=,,,,
270.0,2020-01-15,269.0,国外陈独秀研究述略,王广义; 赵子夜,安徽史学,期刊,3.0,647.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=269&recid=&FileName=AFSX202001015&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=,,,,
271.0,2020-01-15,270.0,朱子学研究的现状分析,陈支平; 冯其洪,安徽史学,期刊,,232.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=270&recid=&FileName=AFSX202001003&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=,,,,
272.0,2020-01-15,271.0,19世纪西人笔下“中国法律形象”的建构——以溺婴为中心,李俊丰,安徽史学,期刊,2.0,195.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=271&recid=&FileName=AFSX202001007&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=,,,,
273.0,2020-01-15,272.0,康有为的“物质救国论”解析,董丛林,安徽史学,期刊,3.0,183.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=272&recid=&FileName=AFSX202001004&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=,,,,
274.0,2020-01-15,273.0,改革开放40年来我国学者对欧洲赋税财政史的研究,顾銮斋,安徽史学,期刊,,187.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=273&recid=&FileName=AFSX202001011&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=,,,,
275.0,2020-01-15,274.0,从赞颂到批判:毛泽东评述陈独秀的历史变迁与辩证思考,杨宏雨; 陆婷,安徽史学,期刊,,660.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=274&recid=&FileName=AFSX202001014&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=,,,,
276.0,2019-11-15,275.0,六尺巷(桐城),陈智,安徽史学,期刊,,116.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=275&recid=&FileName=AFSX201906020&DbName=CJFDLAST2019&DbCode=CJFD&yx=&pr=&URLID=,,,,
277.0,2019-11-15,276.0,文和园(桐城),吴菲,安徽史学,期刊,,23.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=276&recid=&FileName=AFSX201906021&DbName=CJFDLAST2019&DbCode=CJFD&yx=&pr=&URLID=,,,,
278.0,2019-11-15,277.0,桐城文庙,陈智,安徽史学,期刊,,93.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=277&recid=&FileName=AFSX201906022&DbName=CJFDLAST2019&DbCode=CJFD&yx=&pr=&URLID=,,,,
279.0,2019-11-15,278.0,中国传统史学与近代新史学的创建及历史解释学的阐释——以20世纪初梁启超和章太炎的新史学为中心,徐国利,安徽史学,期刊,1.0,638.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=278&recid=&FileName=AFSX201906001&DbName=CJFDLAST2019&DbCode=CJFD&yx=&pr=&URLID=,,,,
280.0,2019-11-15,279.0,经世思想的传承与转折——以明代《大学衍义补》与德川《无刑录》的关系为中心,解扬,安徽史学,期刊,2.0,182.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=279&recid=&FileName=AFSX201906004&DbName=CJFDLAST2019&DbCode=CJFD&yx=&pr=&URLID=,,,,
281.0,2019-11-15,280.0,日本近世佛教堕落论考辨,陈毅立,安徽史学,期刊,1.0,240.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=280&recid=&FileName=AFSX201906015&DbName=CJFDLAST2019&DbCode=CJFD&yx=&pr=&URLID=,,,,
282.0,2019-11-15,281.0,英国在苏伊士运河危机中的决策分析——不对称理论的视角,徐振伟,安徽史学,期刊,2.0,485.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=281&recid=&FileName=AFSX201906016&DbName=CJFDLAST2019&DbCode=CJFD&yx=&pr=&URLID=,,,,
283.0,2019-11-15,282.0,日军在安徽实施“慰安妇”制度的考察,苏智良; 陈媛媛,安徽史学,期刊,,313.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=282&recid=&FileName=AFSX201906019&DbName=CJFDLAST2019&DbCode=CJFD&yx=&pr=&URLID=,,,,
284.0,2019-11-15,283.0,民以籍定:明代的儒籍及其民籍化,马志超,安徽史学,期刊,,298.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=283&recid=&FileName=AFSX201906005&DbName=CJFDLAST2019&DbCode=CJFD&yx=&pr=&URLID=,,,,
285.0,2019-11-15,284.0,嘉靖后期辽东四年饥荒与边防危机,鞠明库; 王迎春,安徽史学,期刊,,268.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=284&recid=&FileName=AFSX201906006&DbName=CJFDLAST2019&DbCode=CJFD&yx=&pr=&URLID=,,,,
286.0,2019-11-15,285.0,康熙时期江苏的田废地弃问题述论,雷炳炎,安徽史学,期刊,1.0,166.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=285&recid=&FileName=AFSX201906007&DbName=CJFDLAST2019&DbCode=CJFD&yx=&pr=&URLID=,,,,
287.0,2019-11-15,286.0,清代中前期江南社会与地方家族——以苏州玄妙观为中心的考察,朱春阳,安徽史学,期刊,1.0,226.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=286&recid=&FileName=AFSX201906018&DbName=CJFDLAST2019&DbCode=CJFD&yx=&pr=&URLID=,,,,
288.0,2019-11-15,287.0,约章齮齕:中法战争时期的外交抗争,郭卫东,安徽史学,期刊,4.0,499.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=287&recid=&FileName=AFSX201906002&DbName=CJFDLAST2019&DbCode=CJFD&yx=&pr=&URLID=,,,,
289.0,2019-11-15,288.0,太平天国乡村政治再研究——以乡官群体为中心,刘晨,安徽史学,期刊,2.0,506.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=288&recid=&FileName=AFSX201906008&DbName=CJFDLAST2019&DbCode=CJFD&yx=&pr=&URLID=,,,,
290.0,2019-11-15,289.0,驻外使节与北伐时期的北洋政府,徐鹤涛,安徽史学,期刊,,208.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=289&recid=&FileName=AFSX201906009&DbName=CJFDLAST2019&DbCode=CJFD&yx=&pr=&URLID=,,,,
291.0,2019-11-15,290.0,洪宪帝制时期的北洋将领,胡晓,安徽史学,期刊,,354.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=290&recid=&FileName=AFSX201906010&DbName=CJFDLAST2019&DbCode=CJFD&yx=&pr=&URLID=,,,,
292.0,2019-11-15,291.0,蔡锷与民国初年国家安藏,张黎波; 周智生,安徽史学,期刊,,206.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=291&recid=&FileName=AFSX201906011&DbName=CJFDLAST2019&DbCode=CJFD&yx=&pr=&URLID=,,,,
293.0,2019-11-15,292.0,伪华北政务委员会禁烟法规论析,张同乐,安徽史学,期刊,,146.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=292&recid=&FileName=AFSX201906012&DbName=CJFDLAST2019&DbCode=CJFD&yx=&pr=&URLID=,,,,
294.0,2019-11-15,293.0,西藏和平解放后中央人民政府统一涉藏外交外事权述论,朱广亮,安徽史学,期刊,,221.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=293&recid=&FileName=AFSX201906013&DbName=CJFDLAST2019&DbCode=CJFD&yx=&pr=&URLID=,,,,
295.0,2019-11-15,294.0,美国联邦个人所得税制度的确立及其社会影响,张红菊,安徽史学,期刊,3.0,776.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=294&recid=&FileName=AFSX201906014&DbName=CJFDLAST2019&DbCode=CJFD&yx=&pr=&URLID=,,,,
296.0,2019-11-15,295.0,第一次巴勒斯坦人大起义对巴以冲突的影响,贾龙阳; 赵文亮,安徽史学,期刊,2.0,250.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=295&recid=&FileName=AFSX201906017&DbName=CJFDLAST2019&DbCode=CJFD&yx=&pr=&URLID=,,,,
297.0,2019-09-15,296.0,朱元璋与明代天文历法,李亮,安徽史学,期刊,2.0,292.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=296&recid=&FileName=AFSX201905002&DbName=CJFDLAST2019&DbCode=CJFD&yx=&pr=&URLID=,,,,
298.0,2019-09-15,297.0,明代官方日月食救护考论,余焜,安徽史学,期刊,4.0,634.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=297&recid=&FileName=AFSX201905003&DbName=CJFDLAST2019&DbCode=CJFD&yx=&pr=&URLID=,,,,
299.0,2019-09-15,298.0,学人之交:《夏鼐日记》中的胡适形象变迁,裴世东,安徽史学,期刊,1.0,233.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=298&recid=&FileName=AFSX201905017&DbName=CJFDLAST2019&DbCode=CJFD&yx=&pr=&URLID=,,,,
300.0,2019-09-15,299.0,北洋时期白话文运动的官方资源,梁培东,安徽史学,期刊,2.0,267.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=299&recid=&FileName=AFSX201905007&DbName=CJFDLAST2019&DbCode=CJFD&yx=&pr=&URLID=,,,,
301.0,2019-09-15,300.0,照片,,安徽史学,期刊,,10.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=300&recid=&FileName=AFSX201905019&DbName=CJFDLAST2019&DbCode=CJFD&yx=&pr=&URLID=,,,,
302.0,2019-09-15,301.0,韩国独立运动史研究的回顾与展望,孙科志,安徽史学,期刊,,265.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=301&recid=&FileName=AFSX201905012&DbName=CJFDLAST2019&DbCode=CJFD&yx=&pr=&URLID=,,,,
303.0,2019-09-15,302.0,粮食供应危机与苏联剧变——以内、外因素对苏联剧变的影响为视角,黄立茀,安徽史学,期刊,3.0,380.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=302&recid=&FileName=AFSX201905013&DbName=CJFDLAST2019&DbCode=CJFD&yx=&pr=&URLID=,,,,
304.0,2019-09-15,303.0,朝鲜王朝的“号牌”,朱玫,安徽史学,期刊,1.0,131.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=303&recid=&FileName=AFSX201905015&DbName=CJFDLAST2019&DbCode=CJFD&yx=&pr=&URLID=,,,,
305.0,2019-09-15,304.0,明清时期皖北地区逃荒风习的形成研究,陈业新,安徽史学,期刊,2.0,203.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=304&recid=&FileName=AFSX201905004&DbName=CJFDLAST2019&DbCode=CJFD&yx=&pr=&URLID=,,,,
306.0,2019-09-15,305.0,国用军储:明代中都粮饷问题研究,郑宁,安徽史学,期刊,1.0,177.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=305&recid=&FileName=AFSX201905016&DbName=CJFDLAST2019&DbCode=CJFD&yx=&pr=&URLID=,,,,
307.0,2019-09-15,306.0,1927年鼎革之际知识人的微观体验与命运沉浮——以舒新城为例,丁乙,安徽史学,期刊,,209.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=306&recid=&FileName=AFSX201905008&DbName=CJFDLAST2019&DbCode=CJFD&yx=&pr=&URLID=,,,,
308.0,2019-09-15,307.0,冯玉祥家族成员史实订补,吴元康,安徽史学,期刊,,94.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=307&recid=&FileName=AFSX201905018&DbName=CJFDLAST2019&DbCode=CJFD&yx=&pr=&URLID=,,,,
309.0,2019-09-15,308.0,论二战后中国民间社会舆论视阈下的琉球归属问题(1945—1949年),刘玉山,安徽史学,期刊,,121.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=308&recid=&FileName=AFSX201905011&DbName=CJFDLAST2019&DbCode=CJFD&yx=&pr=&URLID=,,,,
310.0,2019-09-15,309.0,近代中外条约研究的进程及趋向,李育民,安徽史学,期刊,2.0,911.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=309&recid=&FileName=AFSX201905001&DbName=CJFDLAST2019&DbCode=CJFD&yx=&pr=&URLID=,,,,
311.0,2019-09-15,310.0,近代中国茶业金融问题研究,马长伟,安徽史学,期刊,1.0,315.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=310&recid=&FileName=AFSX201905005&DbName=CJFDLAST2019&DbCode=CJFD&yx=&pr=&URLID=,,,,
312.0,2019-09-15,311.0,海纳百川:孙中山最大幸福观探源,王宏斌,安徽史学,期刊,,115.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=311&recid=&FileName=AFSX201905006&DbName=CJFDLAST2019&DbCode=CJFD&yx=&pr=&URLID=,,,,
313.0,2019-09-15,312.0,是“联俄抗日”还是“共同防共”:1933—1937年蒋介石关于选边站的纠结,张皓,安徽史学,期刊,,261.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=312&recid=&FileName=AFSX201905009&DbName=CJFDLAST2019&DbCode=CJFD&yx=&pr=&URLID=,,,,
314.0,2019-09-15,313.0,凤凰山铁矿案与民初日本对华策略探研——兼论皖系当权时期中日关系,商盛阳,安徽史学,期刊,,173.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=313&recid=&FileName=AFSX201905010&DbName=CJFDLAST2019&DbCode=CJFD&yx=&pr=&URLID=,,,,
315.0,2019-07-15,314.0,蓖麻的传入与丝绸之路,王星光; 宋先杰,安徽史学,期刊,3.0,281.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=314&recid=&FileName=AFSX201904003&DbName=CJFDLAST2019&DbCode=CJFD&yx=&pr=&URLID=,,,,
316.0,2019-07-15,315.0,司空山二祖禅寺(岳西),程学刚,安徽史学,期刊,,27.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=315&recid=&FileName=AFSX201904020&DbName=CJFDLAST2019&DbCode=CJFD&yx=&pr=&URLID=,,,,
317.0,2019-07-15,316.0,三祖禅寺(潜山),涂卫东,安徽史学,期刊,,16.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=316&recid=&FileName=AFSX201904021&DbName=CJFDLAST2019&DbCode=CJFD&yx=&pr=&URLID=,,,,
318.0,2019-07-15,317.0,振风塔(安庆),陈智,安徽史学,期刊,,59.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=317&recid=&FileName=AFSX201904022&DbName=CJFDLAST2019&DbCode=CJFD&yx=&pr=&URLID=,,,,
319.0,2019-07-15,318.0,西汉“合肥”非“都会”“输会”辨析,张朝胜; 汤奇学,安徽史学,期刊,,128.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=318&recid=&FileName=AFSX201904002&DbName=CJFDLAST2019&DbCode=CJFD&yx=&pr=&URLID=,,,,
320.0,2019-07-15,319.0,皖江区域文化研究述论,谈家胜,安徽史学,期刊,1.0,528.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=319&recid=&FileName=AFSX201904017&DbName=CJFDLAST2019&DbCode=CJFD&yx=&pr=&URLID=,,,,
321.0,2019-07-15,320.0,郑天挺先生与20世纪的清史研究,常建华,安徽史学,期刊,5.0,388.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=320&recid=&FileName=AFSX201904001&DbName=CJFDLAST2019&DbCode=CJFD&yx=&pr=&URLID=,,,,
322.0,2019-07-15,321.0,第二次台海危机与英国对美的外交因应及政策,奚庆庆,安徽史学,期刊,1.0,601.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=321&recid=&FileName=AFSX201904012&DbName=CJFDLAST2019&DbCode=CJFD&yx=&pr=&URLID=,,,,
323.0,2019-07-15,322.0,德摩斯梯尼的泛希腊政策与实践,王志超,安徽史学,期刊,1.0,158.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=322&recid=&FileName=AFSX201904013&DbName=CJFDLAST2019&DbCode=CJFD&yx=&pr=&URLID=,,,,
324.0,2019-07-15,323.0,从慈善到商业——试论美国红十字会与导淮借款(1911—1914),何菲; 陈业新,安徽史学,期刊,2.0,294.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=323&recid=&FileName=AFSX201904007&DbName=CJFDLAST2019&DbCode=CJFD&yx=&pr=&URLID=,,,,
325.0,2019-07-15,324.0,在合法与非法之间:明清至民国芦盐入晋考述,张俊峰; 郭宇,安徽史学,期刊,1.0,202.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=324&recid=&FileName=AFSX201904006&DbName=CJFDLAST2019&DbCode=CJFD&yx=&pr=&URLID=,,,,
326.0,2019-07-15,325.0,《山海经》是最早的“图经”和“山志”,王丹林,安徽史学,期刊,5.0,600.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=325&recid=&FileName=AFSX201904018&DbName=CJFDLAST2019&DbCode=CJFD&yx=&pr=&URLID=,,,,
327.0,2019-07-15,326.0,明清时期民营药业的三重管控措施,王洪伟; 盛邦跃,安徽史学,期刊,,684.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=326&recid=&FileName=AFSX201904005&DbName=CJFDLAST2019&DbCode=CJFD&yx=&pr=&URLID=,,,,
328.0,2019-07-15,327.0,论桐城可作为清代地域文化研究的范本:以世家联姻与文献编刊为例,徐雁平,安徽史学,期刊,1.0,371.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=327&recid=&FileName=AFSX201904014&DbName=CJFDLAST2019&DbCode=CJFD&yx=&pr=&URLID=,,,,
